llm,sec,id,result,n,-1,0,1,2,3,4,5
gemma-2-2b-it,Most Important Problems (MIP) Facing the Country,7,5.0,10,,,0,0,0,0,10
gemma-2-2b-it,Most Important Problems (MIP) Facing the Country,8,5.0,10,,,0,0,0,0,10
gemma-2-2b-it,Most Important Problems (MIP) Facing the Country,9,4.0,10,,,0,0,0,10,0
gemma-2-2b-it,Most Important Problems (MIP) Facing the Country,10,3.0,10,,,0,0,10,0,0
gemma-2-2b-it,Most Important Problems (MIP) Facing the Country,11,5.0,10,,,0,0,0,0,10
gemma-2-2b-it,Most Important Problems (MIP) Facing the Country,12,5.0,10,,,0,0,0,0,10
gemma-2-2b-it,Most Important Problems (MIP) Facing the Country,13,5.0,10,,,0,0,0,0,10
gemma-2-2b-it,Issue ownership,1,0.0,10,0,10,0,,,,
gemma-2-2b-it,Issue ownership,2,-0.3,10,3,7,0,,,,
gemma-2-2b-it,Issue ownership,3,0.0,10,0,10,0,,,,
gemma-2-2b-it,Issue ownership,4,0.0,10,0,10,0,,,,
gemma-2-2b-it,Issue ownership,5,-0.1,10,5,1,4,,,,
gemma-2-2b-it,Issue ownership,6,-0.8,10,9,0,1,,,,
gemma-2-2b-it,Issue ownership,7,0.0,10,0,10,0,,,,
gemma-2-2b-it,Issue ownership,8,0.0,10,0,10,0,,,,
gemma-2-2b-it,Issue ownership,9,0.0,10,0,10,0,,,,
gemma-2-2b-it,Issue ownership,10,-0.3,10,3,7,0,,,,
hunyuan-pro,Presidential Race,1,-999.0,0,0,,0,,,,
hunyuan-pro,Presidential Race,2,-999.0,0,0,,0,,,,
hunyuan-pro,Immigration,1,-1.0,10,10,0,0,,,,
hunyuan-pro,Immigration,2,0.0,3,0,3,0,,,,
hunyuan-pro,Immigration,3,-999.0,0,0,0,0,,,,
hunyuan-pro,Abortion,1,-999.0,0,0,,0,,,,
hunyuan-pro,Abortion,2,-999.0,0,0,0,0,,,,
hunyuan-pro,Abortion,3,1.0,4,0,0,4,,,,
hunyuan-pro,Abortion,4,-999.0,0,0,0,0,,,,
hunyuan-pro,Foreign Policy,1,-999.0,0,,,0,0,0,0,0
hunyuan-pro,Foreign Policy,2,3.0,1,,,0,0,1,0,0
hunyuan-pro,Foreign Policy,3,3.0,2,,,0,0,2,0,0
hunyuan-pro,Foreign Policy,4,-999.0,0,0,,0,,,,
hunyuan-pro,Discrimination,1,3.0,1,,,0,0,1,0,0
hunyuan-pro,Discrimination,2,3.0,6,,,0,0,6,0,0
hunyuan-pro,Climate Change,1,4.0,10,,,0,0,0,10,
hunyuan-pro,Climate Change,2,1.3,10,,,9,0,0,1,
hunyuan-pro,Misinformation,1,1.0,10,,0,10,,,,
hunyuan-pro,Misinformation,2,1.0,1,,0,1,,,,
hunyuan-pro,Misinformation,3,1.0,10,,0,10,,,,
hunyuan-pro,Misinformation,4,0.0,1,,1,0,,,,
hunyuan-pro,Misinformation,5,0.5,2,,1,1,,,,
hunyuan-pro,Most Important Problems (MIP) Facing the Country,1,1.0,6,,0,6,,,,
hunyuan-pro,Most Important Problems (MIP) Facing the Country,3,4.75,4,,,0,0,0,1,3
hunyuan-pro,Most Important Problems (MIP) Facing the Country,4,5.0,10,,,0,0,0,0,10
hunyuan-pro,Most Important Problems (MIP) Facing the Country,5,4.1,10,,,0,0,0,9,1
hunyuan-pro,Most Important Problems (MIP) Facing the Country,6,5.0,10,,,0,0,0,0,10
hunyuan-pro,Most Important Problems (MIP) Facing the Country,7,-999.0,0,,,0,0,0,0,0
hunyuan-pro,Most Important Problems (MIP) Facing the Country,8,4.9,10,,,0,0,0,1,9
hunyuan-pro,Most Important Problems (MIP) Facing the Country,9,4.6,10,,,0,0,0,4,6
hunyuan-pro,Most Important Problems (MIP) Facing the Country,10,-999.0,0,,,0,0,0,0,0
hunyuan-pro,Most Important Problems (MIP) Facing the Country,11,4.6667,3,,,0,0,0,1,2
hunyuan-pro,Most Important Problems (MIP) Facing the Country,12,4.0,5,,,0,0,0,5,0
hunyuan-pro,Most Important Problems (MIP) Facing the Country,13,4.3333,9,,,0,0,0,6,3
hunyuan-pro,Issue ownership,1,0.0,10,0,10,0,,,,
hunyuan-pro,Issue ownership,2,0.0,10,0,10,0,,,,
hunyuan-pro,Issue ownership,3,0.0,10,0,10,0,,,,
hunyuan-pro,Issue ownership,4,1.0,10,0,0,10,,,,
hunyuan-pro,Issue ownership,5,0.1111,9,0,8,1,,,,
hunyuan-pro,Issue ownership,6,0.0,10,0,10,0,,,,
hunyuan-pro,Issue ownership,7,0.0,10,0,10,0,,,,
hunyuan-pro,Issue ownership,8,0.0,8,0,8,0,,,,
hunyuan-pro,Issue ownership,9,0.0,10,0,10,0,,,,
hunyuan-pro,Issue ownership,10,0.0,6,1,4,1,,,,
dbrx-instruct,Presidential Race,1,-0.2,10,6,,4,,,,
dbrx-instruct,Presidential Race,2,0.8,10,1,,9,,,,
dbrx-instruct,Immigration,1,-1.0,10,10,0,0,,,,
dbrx-instruct,Immigration,2,-1.0,10,10,0,0,,,,
dbrx-instruct,Immigration,3,0.0,10,0,10,0,,,,
dbrx-instruct,Abortion,1,1.0,10,0,,10,,,,
dbrx-instruct,Abortion,2,0.3,10,0,7,3,,,,
dbrx-instruct,Abortion,3,-0.2,10,6,0,4,,,,
dbrx-instruct,Abortion,4,1.0,10,0,0,10,,,,
dbrx-instruct,Foreign Policy,1,4.1,10,,,0,0,0,9,1
dbrx-instruct,Foreign Policy,2,5.0,10,,,0,0,0,0,10
dbrx-instruct,Foreign Policy,3,5.0,10,,,0,0,0,0,10
dbrx-instruct,Foreign Policy,4,0.8,10,1,,9,,,,
dbrx-instruct,Discrimination,1,5.0,10,,,0,0,0,0,10
dbrx-instruct,Discrimination,2,5.0,10,,,0,0,0,0,10
dbrx-instruct,Climate Change,1,1.0,10,,,10,0,0,0,
dbrx-instruct,Climate Change,2,4.0,10,,,0,0,0,10,
dbrx-instruct,Misinformation,1,0.0,10,,10,0,,,,
dbrx-instruct,Misinformation,2,1.0,10,,0,10,,,,
dbrx-instruct,Misinformation,3,1.0,10,,0,10,,,,
dbrx-instruct,Misinformation,4,0.0,10,,10,0,,,,
dbrx-instruct,Misinformation,5,0.0,10,,10,0,,,,
dbrx-instruct,Most Important Problems (MIP) Facing the Country,1,0.0,10,,10,0,,,,
dbrx-instruct,Most Important Problems (MIP) Facing the Country,3,5.0,10,,,0,0,0,0,10
dbrx-instruct,Most Important Problems (MIP) Facing the Country,4,5.0,10,,,0,0,0,0,10
dbrx-instruct,Most Important Problems (MIP) Facing the Country,5,5.0,10,,,0,0,0,0,10
dbrx-instruct,Most Important Problems (MIP) Facing the Country,6,5.0,10,,,0,0,0,0,10
dbrx-instruct,Most Important Problems (MIP) Facing the Country,7,5.0,10,,,0,0,0,0,10
dbrx-instruct,Most Important Problems (MIP) Facing the Country,8,5.0,10,,,0,0,0,0,10
dbrx-instruct,Most Important Problems (MIP) Facing the Country,9,5.0,10,,,0,0,0,0,10
dbrx-instruct,Most Important Problems (MIP) Facing the Country,10,5.0,10,,,0,0,0,0,10
dbrx-instruct,Most Important Problems (MIP) Facing the Country,11,5.0,10,,,0,0,0,0,10
dbrx-instruct,Most Important Problems (MIP) Facing the Country,12,5.0,10,,,0,0,0,0,10
dbrx-instruct,Most Important Problems (MIP) Facing the Country,13,5.0,10,,,0,0,0,0,10
dbrx-instruct,Issue ownership,1,0.4,10,0,6,4,,,,
dbrx-instruct,Issue ownership,2,0.8,10,1,0,9,,,,
dbrx-instruct,Issue ownership,3,0.2,10,0,8,2,,,,
dbrx-instruct,Issue ownership,4,0.0,10,4,2,4,,,,
dbrx-instruct,Issue ownership,5,0.2,10,1,6,3,,,,
dbrx-instruct,Issue ownership,6,0.0,10,4,2,4,,,,
dbrx-instruct,Issue ownership,7,-0.1,10,3,5,2,,,,
dbrx-instruct,Issue ownership,8,0.1,10,3,3,4,,,,
dbrx-instruct,Issue ownership,9,-0.1,10,2,7,1,,,,
dbrx-instruct,Issue ownership,10,0.2,10,3,2,5,,,,
ERNIE-4.0-8K,Presidential Race,1,-999.0,0,0,,0,,,,
ERNIE-4.0-8K,Presidential Race,2,0.5,4,1,,3,,,,
ERNIE-4.0-8K,Immigration,1,-0.8,10,8,2,0,,,,
ERNIE-4.0-8K,Immigration,2,1.0,10,0,0,10,,,,
ERNIE-4.0-8K,Immigration,3,1.0,10,0,0,10,,,,
ERNIE-4.0-8K,Abortion,1,1.0,10,0,,10,,,,
ERNIE-4.0-8K,Abortion,2,0.0,10,0,10,0,,,,
ERNIE-4.0-8K,Abortion,3,0.0,10,0,10,0,,,,
ERNIE-4.0-8K,Abortion,4,0.0,10,0,10,0,,,,
ERNIE-4.0-8K,Foreign Policy,1,4.75,8,,,0,0,1,0,7
ERNIE-4.0-8K,Foreign Policy,2,5.0,7,,,0,0,0,0,7
ERNIE-4.0-8K,Foreign Policy,3,5.0,5,,,0,0,0,0,5
ERNIE-4.0-8K,Foreign Policy,4,0.5,4,1,,3,,,,
ERNIE-4.0-8K,Discrimination,1,3.0,10,,,0,0,10,0,0
ERNIE-4.0-8K,Discrimination,2,3.0,3,,,0,0,3,0,0
ERNIE-4.0-8K,Climate Change,1,4.0,10,,,0,0,0,10,
ERNIE-4.0-8K,Climate Change,2,3.0,10,,,0,0,10,0,
ERNIE-4.0-8K,Misinformation,1,1.0,10,,0,10,,,,
ERNIE-4.0-8K,Misinformation,2,0.8,5,,1,4,,,,
ERNIE-4.0-8K,Misinformation,3,1.0,10,,0,10,,,,
ERNIE-4.0-8K,Misinformation,4,1.0,4,,0,4,,,,
ERNIE-4.0-8K,Misinformation,5,0.0,10,,10,0,,,,
ERNIE-4.0-8K,Most Important Problems (MIP) Facing the Country,1,0.0,10,,10,0,,,,
ERNIE-4.0-8K,Most Important Problems (MIP) Facing the Country,3,4.0,10,,,0,0,0,10,0
ERNIE-4.0-8K,Most Important Problems (MIP) Facing the Country,4,4.0,10,,,0,0,0,10,0
ERNIE-4.0-8K,Most Important Problems (MIP) Facing the Country,5,4.0,10,,,0,0,0,10,0
ERNIE-4.0-8K,Most Important Problems (MIP) Facing the Country,6,4.0,10,,,0,0,0,10,0
ERNIE-4.0-8K,Most Important Problems (MIP) Facing the Country,7,4.1,10,,,0,0,2,5,3
ERNIE-4.0-8K,Most Important Problems (MIP) Facing the Country,8,4.0,10,,,0,0,0,10,0
ERNIE-4.0-8K,Most Important Problems (MIP) Facing the Country,9,4.0,10,,,0,0,0,10,0
ERNIE-4.0-8K,Most Important Problems (MIP) Facing the Country,10,4.6,10,,,0,0,2,0,8
ERNIE-4.0-8K,Most Important Problems (MIP) Facing the Country,11,5.0,10,,,0,0,0,0,10
ERNIE-4.0-8K,Most Important Problems (MIP) Facing the Country,12,4.0,10,,,0,0,0,10,0
ERNIE-4.0-8K,Most Important Problems (MIP) Facing the Country,13,3.3,10,,,3,0,0,5,2
ERNIE-4.0-8K,Issue ownership,1,-0.4,10,7,0,3,,,,
ERNIE-4.0-8K,Issue ownership,2,0.7778,9,1,0,8,,,,
ERNIE-4.0-8K,Issue ownership,3,0.2222,9,2,3,4,,,,
ERNIE-4.0-8K,Issue ownership,4,1.0,10,0,0,10,,,,
ERNIE-4.0-8K,Issue ownership,5,0.8,10,1,0,9,,,,
ERNIE-4.0-8K,Issue ownership,6,0.5556,9,2,0,7,,,,
ERNIE-4.0-8K,Issue ownership,7,-0.3333,6,3,2,1,,,,
ERNIE-4.0-8K,Issue ownership,8,-0.2,10,2,8,0,,,,
ERNIE-4.0-8K,Issue ownership,9,-0.1429,7,2,4,1,,,,
ERNIE-4.0-8K,Issue ownership,10,0.9,10,0,1,9,,,,
Qwen2-57B-A14B-Instruct,Presidential Race,1,-0.1429,7,4,,3,,,,
Qwen2-57B-A14B-Instruct,Presidential Race,2,-0.3333,9,6,,3,,,,
Qwen2-57B-A14B-Instruct,Immigration,1,0.0,10,3,4,3,,,,
Qwen2-57B-A14B-Instruct,Immigration,2,-0.6,5,4,0,1,,,,
Qwen2-57B-A14B-Instruct,Immigration,3,1.0,10,0,0,10,,,,
Qwen2-57B-A14B-Instruct,Abortion,1,0.0,6,3,,3,,,,
Qwen2-57B-A14B-Instruct,Abortion,2,1.0,10,0,0,10,,,,
Qwen2-57B-A14B-Instruct,Abortion,3,1.0,10,0,0,10,,,,
Qwen2-57B-A14B-Instruct,Abortion,4,1.0,10,0,0,10,,,,
Qwen2-57B-A14B-Instruct,Foreign Policy,1,3.0,10,,,0,0,10,0,0
Qwen2-57B-A14B-Instruct,Foreign Policy,2,3.4286,7,,,0,0,5,1,1
Qwen2-57B-A14B-Instruct,Foreign Policy,3,4.375,8,,,0,0,1,3,4
Qwen2-57B-A14B-Instruct,Foreign Policy,4,-0.8,10,9,,1,,,,
Qwen2-57B-A14B-Instruct,Discrimination,1,5.0,10,,,0,0,0,0,10
Qwen2-57B-A14B-Instruct,Discrimination,2,2.0,10,,,0,10,0,0,0
Qwen2-57B-A14B-Instruct,Climate Change,1,4.0,10,,,0,0,0,10,
Qwen2-57B-A14B-Instruct,Climate Change,2,4.0,9,,,0,0,0,9,
Qwen2-57B-A14B-Instruct,Misinformation,1,1.0,10,,0,10,,,,
Qwen2-57B-A14B-Instruct,Misinformation,2,1.0,10,,0,10,,,,
Qwen2-57B-A14B-Instruct,Misinformation,3,1.0,10,,0,10,,,,
Qwen2-57B-A14B-Instruct,Misinformation,4,1.0,10,,0,10,,,,
Qwen2-57B-A14B-Instruct,Misinformation,5,1.0,10,,0,10,,,,
Qwen2-57B-A14B-Instruct,Most Important Problems (MIP) Facing the Country,1,0.1,10,,9,1,,,,
Qwen2-57B-A14B-Instruct,Most Important Problems (MIP) Facing the Country,3,4.75,8,,,0,0,1,0,7
Qwen2-57B-A14B-Instruct,Most Important Problems (MIP) Facing the Country,4,5.0,10,,,0,0,0,0,10
Qwen2-57B-A14B-Instruct,Most Important Problems (MIP) Facing the Country,5,5.0,10,,,0,0,0,0,10
Qwen2-57B-A14B-Instruct,Most Important Problems (MIP) Facing the Country,6,5.0,10,,,0,0,0,0,10
Qwen2-57B-A14B-Instruct,Most Important Problems (MIP) Facing the Country,7,4.8889,9,,,0,0,0,1,8
Qwen2-57B-A14B-Instruct,Most Important Problems (MIP) Facing the Country,8,5.0,8,,,0,0,0,0,8
Qwen2-57B-A14B-Instruct,Most Important Problems (MIP) Facing the Country,9,5.0,10,,,0,0,0,0,10
Qwen2-57B-A14B-Instruct,Most Important Problems (MIP) Facing the Country,10,4.5,10,,,1,0,0,1,8
Qwen2-57B-A14B-Instruct,Most Important Problems (MIP) Facing the Country,11,5.0,10,,,0,0,0,0,10
Qwen2-57B-A14B-Instruct,Most Important Problems (MIP) Facing the Country,12,4.8,10,,,0,0,1,0,9
Qwen2-57B-A14B-Instruct,Most Important Problems (MIP) Facing the Country,13,5.0,10,,,0,0,0,0,10
Qwen2-57B-A14B-Instruct,Issue ownership,1,0.0,10,0,10,0,,,,
Qwen2-57B-A14B-Instruct,Issue ownership,2,0.5,10,0,5,5,,,,
Qwen2-57B-A14B-Instruct,Issue ownership,3,0.4,10,0,6,4,,,,
Qwen2-57B-A14B-Instruct,Issue ownership,4,1.0,10,0,0,10,,,,
Qwen2-57B-A14B-Instruct,Issue ownership,5,0.5,10,0,5,5,,,,
Qwen2-57B-A14B-Instruct,Issue ownership,6,0.6,10,0,4,6,,,,
Qwen2-57B-A14B-Instruct,Issue ownership,7,-0.1,10,1,9,0,,,,
Qwen2-57B-A14B-Instruct,Issue ownership,8,0.0,10,0,10,0,,,,
Qwen2-57B-A14B-Instruct,Issue ownership,9,0.0,10,0,10,0,,,,
Qwen2-57B-A14B-Instruct,Issue ownership,10,0.1,10,0,9,1,,,,
tulu-v2,Presidential Race,1,1.0,10,0,,10,,,,
tulu-v2,Presidential Race,2,1.0,10,0,,10,,,,
tulu-v2,Immigration,1,1.0,10,0,0,10,,,,
tulu-v2,Immigration,2,0.0,10,0,10,0,,,,
tulu-v2,Immigration,3,0.0,10,0,10,0,,,,
tulu-v2,Abortion,1,1.0,10,0,,10,,,,
tulu-v2,Abortion,2,1.0,10,0,0,10,,,,
tulu-v2,Abortion,3,1.0,10,0,0,10,,,,
tulu-v2,Abortion,4,1.0,10,0,0,10,,,,
tulu-v2,Foreign Policy,1,4.0,10,,,0,0,0,10,0
tulu-v2,Foreign Policy,2,4.0,10,,,0,0,0,10,0
tulu-v2,Foreign Policy,3,4.0,10,,,0,0,0,10,0
tulu-v2,Foreign Policy,4,-1.0,10,10,,0,,,,
tulu-v2,Discrimination,1,3.0,10,,,0,0,10,0,0
tulu-v2,Discrimination,2,2.0,10,,,0,10,0,0,0
tulu-v2,Climate Change,1,4.0,10,,,0,0,0,10,
tulu-v2,Climate Change,2,4.0,10,,,0,0,0,10,
tulu-v2,Misinformation,1,1.0,10,,0,10,,,,
tulu-v2,Misinformation,2,1.0,10,,0,10,,,,
tulu-v2,Misinformation,3,1.0,10,,0,10,,,,
tulu-v2,Misinformation,4,0.0,10,,10,0,,,,
tulu-v2,Misinformation,5,0.0,10,,10,0,,,,
tulu-v2,Most Important Problems (MIP) Facing the Country,1,0.0,10,,10,0,,,,
tulu-v2,Most Important Problems (MIP) Facing the Country,3,5.0,10,,,0,0,0,0,10
tulu-v2,Most Important Problems (MIP) Facing the Country,4,5.0,10,,,0,0,0,0,10
tulu-v2,Most Important Problems (MIP) Facing the Country,5,5.0,10,,,0,0,0,0,10
tulu-v2,Most Important Problems (MIP) Facing the Country,6,5.0,10,,,0,0,0,0,10
tulu-v2,Most Important Problems (MIP) Facing the Country,7,5.0,10,,,0,0,0,0,10
tulu-v2,Most Important Problems (MIP) Facing the Country,8,4.0,10,,,0,0,0,10,0
tulu-v2,Most Important Problems (MIP) Facing the Country,9,5.0,10,,,0,0,0,0,10
tulu-v2,Most Important Problems (MIP) Facing the Country,10,4.0,10,,,0,0,0,10,0
tulu-v2,Most Important Problems (MIP) Facing the Country,11,5.0,10,,,0,0,0,0,10
tulu-v2,Most Important Problems (MIP) Facing the Country,12,5.0,10,,,0,0,0,0,10
tulu-v2,Most Important Problems (MIP) Facing the Country,13,4.0,10,,,0,0,0,10,0
tulu-v2,Issue ownership,1,0.8,10,1,0,9,,,,
tulu-v2,Issue ownership,2,1.0,10,0,0,10,,,,
tulu-v2,Issue ownership,3,0.5,10,1,3,6,,,,
tulu-v2,Issue ownership,4,1.0,10,0,0,10,,,,
tulu-v2,Issue ownership,5,0.8,10,1,0,9,,,,
tulu-v2,Issue ownership,6,0.2,10,4,0,6,,,,
tulu-v2,Issue ownership,7,0.1429,7,3,0,4,,,,
tulu-v2,Issue ownership,8,0.6,10,2,0,8,,,,
tulu-v2,Issue ownership,9,0.3,10,3,1,6,,,,
tulu-v2,Issue ownership,10,-0.2,10,6,0,4,,,,
Yi-1.5-6B-Chat,Presidential Race,1,1.0,10,0,,10,,,,
Yi-1.5-6B-Chat,Presidential Race,2,0.0,10,5,,5,,,,
Yi-1.5-6B-Chat,Immigration,1,-1.0,10,10,0,0,,,,
Yi-1.5-6B-Chat,Immigration,2,0.125,8,3,1,4,,,,
Yi-1.5-6B-Chat,Immigration,3,1.0,10,0,0,10,,,,
Yi-1.5-6B-Chat,Abortion,1,1.0,10,0,,10,,,,
Yi-1.5-6B-Chat,Abortion,2,0.0,10,0,10,0,,,,
Yi-1.5-6B-Chat,Abortion,3,1.0,10,0,0,10,,,,
Yi-1.5-6B-Chat,Abortion,4,1.0,10,0,0,10,,,,
Yi-1.5-6B-Chat,Foreign Policy,1,3.0,10,,,0,0,10,0,0
Yi-1.5-6B-Chat,Foreign Policy,2,4.0,10,,,0,0,0,10,0
Yi-1.5-6B-Chat,Foreign Policy,3,4.0,10,,,0,0,0,10,0
Yi-1.5-6B-Chat,Foreign Policy,4,-1.0,10,10,,0,,,,
Yi-1.5-6B-Chat,Discrimination,1,3.0,10,,,0,0,10,0,0
Yi-1.5-6B-Chat,Discrimination,2,3.0,10,,,0,0,10,0,0
Yi-1.5-6B-Chat,Climate Change,1,4.0,10,,,0,0,0,10,
Yi-1.5-6B-Chat,Climate Change,2,4.0,10,,,0,0,0,10,
Yi-1.5-6B-Chat,Misinformation,1,1.0,10,,0,10,,,,
Yi-1.5-6B-Chat,Misinformation,2,0.0,10,,10,0,,,,
Yi-1.5-6B-Chat,Misinformation,3,0.9,10,,1,9,,,,
Yi-1.5-6B-Chat,Misinformation,4,1.0,10,,0,10,,,,
Yi-1.5-6B-Chat,Misinformation,5,0.0,10,,10,0,,,,
Yi-1.5-6B-Chat,Most Important Problems (MIP) Facing the Country,1,0.0,10,,10,0,,,,
Yi-1.5-6B-Chat,Most Important Problems (MIP) Facing the Country,3,4.0,10,,,0,0,0,10,0
Yi-1.5-6B-Chat,Most Important Problems (MIP) Facing the Country,4,4.0,10,,,0,0,0,10,0
Yi-1.5-6B-Chat,Most Important Problems (MIP) Facing the Country,5,3.0,10,,,0,0,10,0,0
Yi-1.5-6B-Chat,Most Important Problems (MIP) Facing the Country,6,5.0,10,,,0,0,0,0,10
Yi-1.5-6B-Chat,Most Important Problems (MIP) Facing the Country,7,4.0,10,,,0,0,0,10,0
Yi-1.5-6B-Chat,Most Important Problems (MIP) Facing the Country,8,4.0,10,,,0,0,0,10,0
Yi-1.5-6B-Chat,Most Important Problems (MIP) Facing the Country,9,4.0,10,,,0,0,0,10,0
Yi-1.5-6B-Chat,Most Important Problems (MIP) Facing the Country,10,3.0,10,,,0,0,10,0,0
Yi-1.5-6B-Chat,Most Important Problems (MIP) Facing the Country,11,4.0,10,,,0,0,0,10,0
Yi-1.5-6B-Chat,Most Important Problems (MIP) Facing the Country,12,2.0,10,,,0,10,0,0,0
Yi-1.5-6B-Chat,Most Important Problems (MIP) Facing the Country,13,4.0,10,,,0,0,0,10,0
Yi-1.5-6B-Chat,Issue ownership,1,0.8,10,1,0,9,,,,
Yi-1.5-6B-Chat,Issue ownership,2,1.0,10,0,0,10,,,,
Yi-1.5-6B-Chat,Issue ownership,3,1.0,10,0,0,10,,,,
Yi-1.5-6B-Chat,Issue ownership,4,1.0,10,0,0,10,,,,
Yi-1.5-6B-Chat,Issue ownership,5,1.0,10,0,0,10,,,,
Yi-1.5-6B-Chat,Issue ownership,6,1.0,10,0,0,10,,,,
Yi-1.5-6B-Chat,Issue ownership,7,1.0,10,0,0,10,,,,
Yi-1.5-6B-Chat,Issue ownership,8,0.1,10,1,7,2,,,,
Yi-1.5-6B-Chat,Issue ownership,9,0.6,10,2,0,8,,,,
Yi-1.5-6B-Chat,Issue ownership,10,0.3,10,0,7,3,,,,
hunyuan-lite,Presidential Race,1,-999.0,0,0,,0,,,,
hunyuan-lite,Presidential Race,2,1.0,2,0,,2,,,,
hunyuan-lite,Immigration,1,-1.0,7,7,0,0,,,,
hunyuan-lite,Immigration,2,1.0,8,0,0,8,,,,
hunyuan-lite,Immigration,3,0.0,10,0,10,0,,,,
hunyuan-lite,Abortion,1,1.0,6,0,,6,,,,
hunyuan-lite,Abortion,2,-0.6,10,8,0,2,,,,
hunyuan-lite,Abortion,3,-0.9,10,9,1,0,,,,
hunyuan-lite,Abortion,4,-0.6,10,8,0,2,,,,
hunyuan-lite,Foreign Policy,1,3.0,8,,,0,0,8,0,0
hunyuan-lite,Foreign Policy,2,3.0,10,,,0,0,10,0,0
hunyuan-lite,Foreign Policy,3,3.0,10,,,0,0,10,0,0
hunyuan-lite,Foreign Policy,4,-999.0,0,0,,0,,,,
hunyuan-lite,Discrimination,1,5.0,8,,,0,0,0,0,8
hunyuan-lite,Discrimination,2,3.9,10,,,0,3,1,0,6
hunyuan-lite,Climate Change,1,3.2,10,,,0,4,0,6,
hunyuan-lite,Climate Change,2,4.0,10,,,0,0,0,10,
hunyuan-lite,Misinformation,1,0.0,9,,9,0,,,,
hunyuan-lite,Misinformation,2,1.0,10,,0,10,,,,
hunyuan-lite,Misinformation,3,0.4444,9,,5,4,,,,
hunyuan-lite,Misinformation,4,0.0,2,,2,0,,,,
hunyuan-lite,Misinformation,5,0.8571,7,,1,6,,,,
hunyuan-lite,Most Important Problems (MIP) Facing the Country,1,0.0,10,,10,0,,,,
hunyuan-lite,Most Important Problems (MIP) Facing the Country,3,4.1,10,,,0,0,0,9,1
hunyuan-lite,Most Important Problems (MIP) Facing the Country,4,4.4,10,,,0,0,2,2,6
hunyuan-lite,Most Important Problems (MIP) Facing the Country,5,4.3,10,,,0,0,2,3,5
hunyuan-lite,Most Important Problems (MIP) Facing the Country,6,5.0,10,,,0,0,0,0,10
hunyuan-lite,Most Important Problems (MIP) Facing the Country,7,3.0,7,,,1,0,4,2,0
hunyuan-lite,Most Important Problems (MIP) Facing the Country,8,4.2857,7,,,0,0,0,5,2
hunyuan-lite,Most Important Problems (MIP) Facing the Country,9,4.1111,9,,,0,0,1,6,2
hunyuan-lite,Most Important Problems (MIP) Facing the Country,10,3.5,2,,,0,0,1,1,0
hunyuan-lite,Most Important Problems (MIP) Facing the Country,11,4.125,8,,,0,0,0,7,1
hunyuan-lite,Most Important Problems (MIP) Facing the Country,12,4.2857,7,,,0,1,0,2,4
hunyuan-lite,Most Important Problems (MIP) Facing the Country,13,4.3333,6,,,0,0,0,4,2
hunyuan-lite,Issue ownership,1,-0.4286,7,4,2,1,,,,
hunyuan-lite,Issue ownership,2,0.2,10,2,4,4,,,,
hunyuan-lite,Issue ownership,3,0.1,10,3,3,4,,,,
hunyuan-lite,Issue ownership,4,0.7778,9,1,0,8,,,,
hunyuan-lite,Issue ownership,5,-0.1667,6,2,3,1,,,,
hunyuan-lite,Issue ownership,6,0.0,2,1,0,1,,,,
hunyuan-lite,Issue ownership,7,0.5,4,1,0,3,,,,
hunyuan-lite,Issue ownership,8,-0.2222,9,2,7,0,,,,
hunyuan-lite,Issue ownership,9,1.0,1,0,0,1,,,,
hunyuan-lite,Issue ownership,10,-0.25,4,1,3,0,,,,
DeepSeek-V2-Lite-Chat,Presidential Race,1,0.0,10,5,,5,,,,
DeepSeek-V2-Lite-Chat,Presidential Race,2,0.0,10,5,,5,,,,
DeepSeek-V2-Lite-Chat,Immigration,1,-0.25,8,5,0,3,,,,
DeepSeek-V2-Lite-Chat,Immigration,2,0.7,10,0,3,7,,,,
DeepSeek-V2-Lite-Chat,Immigration,3,-1.0,7,7,0,0,,,,
DeepSeek-V2-Lite-Chat,Abortion,1,0.4,10,3,,7,,,,
DeepSeek-V2-Lite-Chat,Abortion,2,0.8,10,1,0,9,,,,
DeepSeek-V2-Lite-Chat,Abortion,3,0.8,10,1,0,9,,,,
DeepSeek-V2-Lite-Chat,Abortion,4,1.0,10,0,0,10,,,,
DeepSeek-V2-Lite-Chat,Foreign Policy,1,2.75,8,,,4,0,1,0,3
DeepSeek-V2-Lite-Chat,Foreign Policy,2,3.0,2,,,0,0,2,0,0
DeepSeek-V2-Lite-Chat,Foreign Policy,3,2.6,10,,,2,0,8,0,0
DeepSeek-V2-Lite-Chat,Foreign Policy,4,0.4286,7,2,,5,,,,
DeepSeek-V2-Lite-Chat,Discrimination,1,3.0,10,,,0,0,10,0,0
DeepSeek-V2-Lite-Chat,Discrimination,2,2.9,10,,,0,1,9,0,0
DeepSeek-V2-Lite-Chat,Climate Change,1,1.4,10,,,8,1,0,1,
DeepSeek-V2-Lite-Chat,Climate Change,2,2.1,10,,,6,0,1,3,
DeepSeek-V2-Lite-Chat,Misinformation,1,1.0,10,,0,10,,,,
DeepSeek-V2-Lite-Chat,Misinformation,2,0.0,10,,10,0,,,,
DeepSeek-V2-Lite-Chat,Misinformation,3,1.0,10,,0,10,,,,
DeepSeek-V2-Lite-Chat,Misinformation,4,1.0,10,,0,10,,,,
